company,email,country,industry
Starsight Energy,info@starsightenergy.com,Nigeria,Mobility/Energy
Rensource Energy,info@rensource.energy,Nigeria,Mobility/Energy
Auxano Solar,info@auxanosolar.com,Nigeria,Mobility/Energy
Konexa,info@konexa.io,Nigeria,Mobility/Energy
Arnergy,info@arnergy.com,Nigeria,Mobility/Energy
Daystar Power,info@daystarpower.com,Nigeria,Mobility/Energy
GridX Africa,info@gridxafrica.com,Nigeria,Mobility/Energy
SolarNigeria,info@solarnigeria.com,Nigeria,Mobility/Energy
Lumos Nigeria,info.ng@lumos-global.com,Nigeria,Mobility/Energy
Nova Power,info@novapower.ng,Nigeria,Mobility/Energy
PowerUp,info@powerup.ng,Nigeria,Mobility/Energy
EnergyVault NG,info@energyvault.ng,Nigeria,Mobility/Energy
Lekki Ride,info@lekkiride.com,Nigeria,Mobility/Energy
Safeboda Nigeria,hello.ng@safeboda.com,Nigeria,Mobility/Energy
Uber Nigeria,nigeria@uber.com,Nigeria,Mobility/Energy
InDrive Nigeria,nigeria@indrive.com,Nigeria,Mobility/Energy
OYARIDE,info@oyaride.com,Nigeria,Mobility/Energy
BusyTaxi,info@busytaxi.ng,Nigeria,Mobility/Energy
Lagride,info@lagride.com,Nigeria,Mobility/Energy
AbokiFX,info@abokifx.com,Nigeria,Mobility/Energy
Motaxi,info@motaxi.ng,Nigeria,Mobility/Energy
Swift Commute,info@swiftcommute.ng,Nigeria,Mobility/Energy
Tipper App,info@tipperapp.ng,Nigeria,Mobility/Energy
Tranzit,info@tranzit.ng,Nigeria,Mobility/Energy
Safaricom,careers@safaricom.co.ke,Kenya,Telecom
M-Pesa Africa,careers@mpesaafrica.com,Kenya,Fintech
Twiga Foods,hello@twiga.com,Kenya,Agritech
Sendy,hello@sendy.co.ke,Kenya,Logistics
Cellulant,info@cellulant.io,Kenya,Fintech
Tala Kenya,careers@tala.co,Kenya,Fintech
Apollo Agriculture,hello@apolloagriculture.com,Kenya,Agritech
Lipa Later,hello@lipalater.com,Kenya,Fintech
iPay Africa,info@ipayafrica.com,Kenya,Fintech
Pezesha,info@pezesha.com,Kenya,Fintech
Kopo Kopo,info@kopokopo.com,Kenya,Fintech
Kyosk,hello@kyosk.app,Kenya,B2B Commerce
WeFarm,hello@wefarm.org,Kenya,Agritech
Pula Advisors,hello@pula-advisors.com,Kenya,Insurtech
Turaco,hello@turaco.co,Kenya,Insurtech
Ilara Health,hello@ilara-health.com,Kenya,Healthtech
Moringa School,info@moringaschool.com,Kenya,EdTech
Africa's Talking,hello@africastalking.com,Kenya,API
Copia Global,info@copiaglobal.com,Kenya,E-commerce
Wasoko,hello@wasoko.com,Kenya,B2B Commerce
Marketforce,hello@marketforce.io,Kenya,SaaS
Craft Silicon,info@craftsilicon.com,Kenya,Fintech
Stawi,info@stawi.co.ke,Kenya,Fintech
Lendable Kenya,info.ke@lendable.io,Kenya,Fintech
Kwara,hello@kwara.com,Kenya,Fintech
Wapi Pay,hello@wapipay.com,Kenya,Fintech
AZA Finance,info@azafinance.com,Kenya,Fintech
M-KOPA,hello@m-kopa.com,Kenya,Energy Tech
SunCulture,info@sunculture.com,Kenya,Agritech
FarmDrive,hello@farmdrive.co.ke,Kenya,Agritech
Ushahidi,info@ushahidi.com,Kenya,Social Tech
Sanergy,info@sanergy.com,Kenya,CleanTech
iHub,info@ihub.co.ke,Kenya,Tech Hub
Nairobi Garage,hello@nairobigarage.com,Kenya,Tech Hub
Andela Kenya,talent.ke@andela.com,Kenya,Tech Talent
Fuzu,hello@fuzu.com,Kenya,HR Tech
BrighterMonday Kenya,info@brightermonday.co.ke,Kenya,HR Tech
Chipper Cash Kenya,hello.ke@chippercash.com,Kenya,Fintech
Flutterwave Kenya,careers.ke@flutterwave.com,Kenya,Fintech
Google Kenya,careers.ke@google.com,Kenya,Big Tech
Microsoft Kenya,careers.ke@microsoft.com,Kenya,Big Tech
IBM Kenya,careers.ke@ibm.com,Kenya,Big Tech
Oracle Kenya,careers.ke@oracle.com,Kenya,Big Tech
Huawei Kenya,careers.ke@huawei.com,Kenya,Big Tech
Eneza Education,info@enezaeducation.com,Kenya,EdTech
Greenlight Planet,info@greenlightplanet.com,Kenya,Energy
Burn Manufacturing,info@burnmfg.com,Kenya,CleanTech
Lima Links,info@limalinks.com,Kenya,Agritech
Niobi,hello@niobi.co,Kenya,Fintech
Umba Kenya,hello@umba.com,Kenya,Fintech
Asante Financial,hello@asante.africa,Kenya,Fintech
Jumo Kenya,info.ke@jumo.world,Kenya,Fintech
Carry1st Kenya,hello.ke@carry1st.com,Kenya,Gaming
mTek Services,info@mtek.africa,Kenya,Insurtech
Equity Bank Digital,digital@equitybank.co.ke,Kenya,Fintech
KCB Digital,digital@kcbgroup.com,Kenya,Fintech
Cooperative Bank Digital,digital@co-opbank.co.ke,Kenya,Fintech
NCBA Digital,digital@ncbagroup.com,Kenya,Fintech
I&M Bank Digital,digital@imbank.com,Kenya,Fintech
DTB Digital,digital@dtbbank.com,Kenya,Fintech
Absa Kenya Digital,digital@absa.co.ke,Kenya,Fintech
StanChart Kenya Digital,digital@sc.com,Kenya,Fintech
Airtel Kenya Money,money.ke@airtel.com,Kenya,Fintech
Telkom Kenya Digital,digital@telkom.co.ke,Kenya,Telecom
Faulu Bank Digital,digital@faulukenya.com,Kenya,Fintech
SMEP Digital,digital@smep.co.ke,Kenya,Fintech
Jamii Bora Digital,digital@jamiibora.co.ke,Kenya,Fintech
Letshego Kenya,info.ke@letshego.com,Kenya,Fintech
Musoni Kenya,info@musoni.co.ke,Kenya,Fintech
Laboremus,info@laboremus.ug,Kenya,Tech
Kopo Pay,info@kopopay.co.ke,Kenya,Fintech
Pesapal,info@pesapal.com,Kenya,Fintech
JamboPay,info@jambopay.com,Kenya,Fintech
Dial Afrika,info@dialafrika.com,Kenya,Fintech
PayHero,info@payhero.co.ke,Kenya,HR Tech
Workpay Kenya,hello.ke@workpay.africa,Kenya,HR Tech
Duma Works,info@dumaworks.com,Kenya,HR Tech
Lynk,hello@lynk.co.ke,Kenya,Gig Tech
Ajira Digital,info@ajiradigital.go.ke,Kenya,GovTech
DigitizedCX,info@digitizedcx.com,Kenya,Tech
NovaStar Ventures,info@novastarventures.com,Kenya,VC
Novastar Kenya,info.ke@novastarventures.com,Kenya,VC
Savannah Fund,info@savannah.vc,Kenya,VC
Chandaria Capital,info@chandaria.biz,Kenya,VC
DOB Equity,info@dobequity.com,Kenya,VC
4DX Ventures,info@4dxventures.com,Kenya,VC
Kepple Africa,info@kepple-africa.com,Kenya,VC
Techbridge Kenya,info@techbridge.ke,Kenya,Tech Hub
Takealot,careers@takealot.com,South Africa,E-commerce
Ozow,info@ozow.com,South Africa,Fintech
Yoco,hello@yoco.com,South Africa,Fintech
Peach Payments,info@peachpayments.com,South Africa,Fintech
Luno,support@luno.com,South Africa,Crypto
Nomanini,info@nomanini.com,South Africa,Fintech
Ukheshe,info@ukheshe.com,South Africa,Fintech
SnapScan,hello@snapscan.co.za,South Africa,Fintech
Mobicred,info@mobicred.co.za,South Africa,Fintech
Lulalend,info@lulalend.co.za,South Africa,Fintech
DataProphet,info@dataprophet.com,South Africa,AI/ML
Aerobotics,info@aerobotics.com,South Africa,Agritech/AI
Lumkani,info@lumkani.com,South Africa,Insurtech
Naked Insurance,info@naked.insure,South Africa,Insurtech
Root Insurance,info@root.co.za,South Africa,Insurtech
Pineapple Insurance,info@pineapple.co.za,South Africa,Insurtech
Synthesis Software,info@synthesis.co.za,South Africa,Fintech
Clickatell,info@clickatell.com,South Africa,Communications
Entersekt,info@entersekt.com,South Africa,Security Tech
Carry1st,hello@carry1st.com,South Africa,Gaming Tech
Bob Group,info@bobgroup.com,South Africa,E-commerce
Skynamo,info@skynamo.com,South Africa,SaaS
BCX,info@bcx.co.za,South Africa,IT Services
iOCO,info@ioco.tech,South Africa,IT Services
Altron,careers@altron.com,South Africa,IT Services
Dimension Data,careers@dimensiondata.com,South Africa,IT Services
Liquid Intelligent Tech,info@liquid.tech,South Africa,Telecom
Vodacom Business SA,business@vodacom.co.za,South Africa,Telecom
MTN South Africa,careers@mtn.com,South Africa,Telecom
Rain SA,hello@rain.co.za,South Africa,Telecom
FNB Digital,digital@fnb.co.za,South Africa,Fintech
Standard Bank Digital,digital@standardbank.co.za,South Africa,Fintech
Capitec Digital,digital@capitecbank.co.za,South Africa,Fintech
Absa SA Digital,digital@absa.co.za,South Africa,Fintech
Nedbank Digital,digital@nedbank.co.za,South Africa,Fintech
Discovery Vitality,vitality@discovery.co.za,South Africa,Healthtech
EasyEquities,info@easyequities.co.za,South Africa,Fintech
TymeBank,hello@tymebank.co.za,South Africa,Neobank
Bank Zero,hello@bankzero.co.za,South Africa,Neobank
Franc,hello@franc.co.za,South Africa,Fintech
Offerzen,hello@offerzen.com,South Africa,Tech Talent
GetSmarter,info@getsmarter.com,South Africa,EdTech
HyperionDev,info@hyperiondev.com,South Africa,EdTech
WeThinkCode_,info@wethinkcode.co.za,South Africa,EdTech
CodeSpace SA,info@codespace.co.za,South Africa,EdTech
Harambee,info@harambee.co.za,South Africa,HR Tech
LifeCheq,info@lifecheq.co.za,South Africa,Fintech
Mobiz,info@mobiz.co.za,South Africa,Marketing Tech
WiGroup SA,info@wigroup.co.za,South Africa,Tech
Norsani,info@norsani.co.za,South Africa,E-commerce
Zapper SA,hello@zapper.com,South Africa,Fintech
Spot Money,hello@spotmoney.co.za,South Africa,Fintech
Khula SA,hello@khula.co.za,South Africa,Fintech
Simply Financial SA,info@simply.co.za,South Africa,Insurtech
Sanlam Digital,digital@sanlam.co.za,South Africa,Fintech
Old Mutual Digital,digital@oldmutual.com,South Africa,Fintech
Allan Gray Digital,digital@allangray.co.za,South Africa,Fintech
Momentum Digital,digital@momentum.co.za,South Africa,Fintech
Liberty Digital,digital@liberty.co.za,South Africa,Fintech
PPS Digital,digital@pps.co.za,South Africa,Insurtech
Bidvest Bank Digital,digital@bidvestbank.co.za,South Africa,Fintech
African Bank Digital,digital@africanbank.co.za,South Africa,Fintech
Grobank Digital,digital@grobank.co.za,South Africa,Fintech
SA Home Loans Digital,digital@sahomeloans.com,South Africa,Fintech
RCS Group Digital,digital@rcsgroup.co.za,South Africa,Fintech
DirectAxis Digital,digital@directaxis.co.za,South Africa,Fintech
Jumo SA,info.sa@jumo.world,South Africa,Fintech
Flash Group,info@flashgroup.mobi,South Africa,Fintech
Nuvei SA,info.sa@nuvei.com,South Africa,Fintech
DPO Group,info@dpo.group,South Africa,Fintech
PayGate SA,info@paygate.co.za,South Africa,Fintech
Peach Payments SA,info.sa@peachpayments.com,South Africa,Fintech
Payflex,info@payflex.co.za,South Africa,Fintech
Jumo Extend,extend.sa@jumo.world,South Africa,Fintech
Retail Capital SA,info.sa@retailcapital.co.za,South Africa,Fintech
Business Partners,info@businesspartners.co.za,South Africa,Fintech
Yellowwood,info@yellowwood.co.za,South Africa,Tech
Entelect,info@entelect.co.za,South Africa,Tech
BBD Software,info@bbd.co.za,South Africa,Tech
DVT,info@dvt.co.za,South Africa,Tech
Synthesis SA,info.sa@synthesis.co.za,South Africa,Tech
Derivco,info@derivco.com,South Africa,Gaming Tech
Praekelt Foundation,info@praekelt.org,South Africa,Social Tech
Meraka Institute CSIR,info@csir.co.za,South Africa,Research Tech
SITA SA,info@sita.co.za,South Africa,GovTech
Telkom Digital SA,digital@telkom.co.za,South Africa,Telecom
Cell C Digital,digital@cellc.co.za,South Africa,Telecom
CIVH,info@civh.co.za,South Africa,Telecom
Dark Fibre Africa,info@dfafrica.co.za,South Africa,Telecom
Evotel,info@evotel.co.za,South Africa,Telecom
Frogfoot Networks,info@frogfoot.com,South Africa,Telecom
mPharma,hello@mpharma.com,Ghana,Healthtech
Hubtel,info@hubtel.com,Ghana,Fintech
Zeepay,info@myzeepay.com,Ghana,Fintech
Farmerline,hello@farmerline.co,Ghana,Agritech
Dash Ghana,hello@dash.app,Ghana,Fintech
Float Ghana,hello@floatapp.co,Ghana,Fintech
Rancard Solutions,info@rancard.com,Ghana,Tech
Agrocenta,info@agrocenta.com,Ghana,Agritech
Redbird,info@redbird.co,Ghana,Fintech
DreamOval,info@dreamoval.com,Ghana,Tech
MEST Africa,info@meltwater.org,Ghana,Tech Hub
Payswitch,info@payswitch.com.gh,Ghana,Fintech
SlydePay,info@slydepay.com.gh,Ghana,Fintech
ExpressPay,info@expresspay.com.gh,Ghana,Fintech
Nsano,info@nsano.com,Ghana,Fintech
mPower Payments,info@mpower.com.gh,Ghana,Fintech
MTN Ghana MoMo,momo@mtn.com.gh,Ghana,Fintech
Vodafone Ghana Cash,vcash@vodafone.com.gh,Ghana,Fintech
AirtelTigo Money,money@airteltigo.com.gh,Ghana,Fintech
Esoko Ghana,info@esoko.com,Ghana,Agritech
Chipper Cash Ghana,hello.gh@chippercash.com,Ghana,Fintech
Flutterwave Ghana,careers.gh@flutterwave.com,Ghana,Fintech
Interpay Africa,info@interpayafrica.com,Ghana,Fintech
Migo Ghana,info.gh@migo.money,Ghana,Fintech
Kofa Ghana,hello@kofa.africa,Ghana,Energy Tech
Nvoicia Ghana,info@nvoicia.com,Ghana,Fintech
OZA Ghana,info.gh@oza.africa,Ghana,Fintech
Tulaa Ghana,info.gh@tulaa.io,Ghana,Agritech
First Bank Ghana Digital,digital@firstbankghana.com,Ghana,Fintech
GCB Digital,digital@gcbbank.com.gh,Ghana,Fintech
Absa Ghana Digital,digital@absa.com.gh,Ghana,Fintech
Stanbic Ghana,digital@stanbicbank.com.gh,Ghana,Fintech
Fidelity Ghana Digital,digital@fidelitybank.com.gh,Ghana,Fintech
CalBank Digital,digital@calbank.net,Ghana,Fintech
Consolidated Bank Ghana,digital@cbg.com.gh,Ghana,Fintech
Republic Bank Ghana,digital@republicghana.com,Ghana,Fintech
Access Ghana Digital,digital@accessbankgh.com,Ghana,Fintech
UMB Ghana Digital,digital@umbankgh.com,Ghana,Fintech
GT Bank Ghana,digital@gtbghana.com,Ghana,Fintech
SG Ghana Digital,digital@sgghana.com,Ghana,Fintech
Ecobank Ghana Digital,digital@ecobank.com,Ghana,Fintech
Agriculture Dev Bank,info@adbghana.com,Ghana,Fintech
NIB Ghana,info@nibghana.com,Ghana,Fintech
OmniBank Ghana,info@omnibank.com.gh,Ghana,Fintech
Opportunity Bank Ghana,info@opportunityghana.com,Ghana,Fintech
Letshego Ghana,info.gh@letshego.com,Ghana,Fintech
Advans Ghana,info@advansghana.com,Ghana,Fintech
Izwe Loans Ghana,info@izweloans.com.gh,Ghana,Fintech
RightClick Ghana,info@rightclick.com.gh,Ghana,Tech
iPad Ghana,info@ipad.com.gh,Ghana,Tech
BusyInternet,info@busyinternet.com,Ghana,Tech
Surfline Ghana,info@surfline.com.gh,Ghana,Telecom
Glo Ghana,info@gloworld.com.gh,Ghana,Telecom
Whale,info@whale.com.gh,Ghana,Fintech
Susu Plus,info@susuplus.com.gh,Ghana,Fintech
Paycode,info@paycode.co.za,Ghana,Fintech
Zeepay Ghana2,info2@myzeepay.com,Ghana,Fintech
Nita Ghana,info@nita.gov.gh,Ghana,GovTech
Ghana Grid Company,digital@gridcogh.com,Ghana,Energy
GoGetter Ghana,info@gogetter.com.gh,Ghana,Logistics
Solvit Ghana,info@solvit.com.gh,Ghana,Tech
Farmable Ghana,info.gh@farmable.ng,Ghana,Agritech
WEE Network,info@weenetwork.org,Ghana,Tech
Fawry,info@fawry.com,Egypt,Fintech
Swvl,hello@swvl.com,Egypt,Mobility
Instabug,hello@instabug.com,Egypt,Dev Tools
Halan,hello@halan.com,Egypt,Mobility
Paymob,info@paymob.com,Egypt,Fintech
Khazna,hello@khazna.app,Egypt,Fintech
Rabbit Egypt,hello@rabbit.com.eg,Egypt,E-commerce
Breadfast,hello@breadfast.com,Egypt,E-commerce
Cartona,hello@cartona.com,Egypt,B2B Commerce
MaxAB,hello@maxab.io,Egypt,B2B Commerce
Trella,hello@trella.app,Egypt,Logistics
Bosta,hello@bosta.co,Egypt,Logistics
Vezeeta Egypt,info.eg@vezeeta.com,Egypt,Healthtech
Koinz,hello@koinz.me,Egypt,Loyalty
Flick Egypt,hello@flick.tech,Egypt,Fintech
Dopay,info@dopay.com,Egypt,Fintech
Sympl,hello@sympl.co,Egypt,Fintech
Dayra,hello@dayra.co,Egypt,Fintech
MoneyFellows,hello@moneyfellows.com,Egypt,Fintech
Telda,hello@telda.app,Egypt,Neobank
Yodawy,hello@yodawy.com,Egypt,Healthtech
Elmenus,hello@elmenus.com,Egypt,FoodTech
Noon Egypt,info.eg@noon.com,Egypt,E-commerce
Jumia Egypt,careers.eg@jumia.com,Egypt,E-commerce
Avito Egypt,info.eg@avito.com,Egypt,E-commerce
OLX Egypt,info.eg@olx.com,Egypt,E-commerce
Dubizzle Egypt,info.eg@dubizzle.com,Egypt,PropTech
Aqarmap,info@aqarmap.com,Egypt,PropTech
Homzmart,hello@homzmart.com,Egypt,E-commerce
Bokra,hello@bokra.net,Egypt,Fintech
Thndr,hello@thndr.app,Egypt,Fintech
Amanleek,hello@amanleek.com,Egypt,Insurtech
Shezlong,hello@shezlong.com,Egypt,Healthtech
Almouneer,info@almouneer.com,Egypt,Healthtech
Valeo Egypt,careers.eg@valeo.com,Egypt,AutoTech
Glovo Egypt,info.eg@glovoapp.com,Egypt,FoodTech
Amazon Egypt,info.eg@amazon.com,Egypt,E-commerce
Careem Egypt,info.eg@careem.com,Egypt,Mobility
Uber Egypt,egypt@uber.com,Egypt,Mobility
Swvl Egypt2,hello2@swvl.com,Egypt,Mobility
Elves,info@elves.com,Egypt,AI
Eventtus,info@eventtus.com,Egypt,Event Tech
Nafham,info@nafham.com,Egypt,EdTech
Edraak Egypt,info@edraak.org,Egypt,EdTech
Meddy Egypt,info.eg@meddy.com,Egypt,Healthtech
5aMsa,info@5amsa.com,Egypt,Healthtech
Rology,info@rology.com,Egypt,Healthtech
Yodawy2,hello2@yodawy.com,Egypt,Healthtech
Shefaa,info@shefaa.com,Egypt,Healthtech
Cleo Egypt,info.eg@cleo.com,Egypt,Healthtech
Cleopatra Hospital Digital,digital@cleopatra-hospital.com,Egypt,Healthtech
NBE Digital,digital@nbe.com.eg,Egypt,Fintech
Banque Misr Digital,digital@banquemisr.com,Egypt,Fintech
CIB Egypt Digital,digital@cibeg.com,Egypt,Fintech
QNB Egypt Digital,digital@qnbalahli.com,Egypt,Fintech
HSBC Egypt Digital,digital@hsbc.com.eg,Egypt,Fintech
Arab Bank Egypt,digital@arabbank.com.eg,Egypt,Fintech
Vodafone Egypt Cash,vcash@vodafone.com.eg,Egypt,Fintech
Orange Egypt Money,money@orange.eg,Egypt,Fintech
Etisalat Egypt Digital,digital@etisalat.eg,Egypt,Telecom
WE Egypt Digital,digital@te.eg,Egypt,Telecom
Lucky Egypt,hello.eg@lucky.money,Egypt,Fintech
Nexta Egypt,hello.eg@nexta.finance,Egypt,Fintech
Cassbana Egypt,info.eg@cassbana.com,Egypt,Fintech
YallaCompare Egypt,info@yallacompare.com,Egypt,Insurtech
Tameeni Egypt,info.eg@tameeni.com,Egypt,Insurtech
Kamela Egypt,hello.eg@kamela.co,Egypt,Insurtech
Aman Financial,info@aman.com.eg,Egypt,Fintech
ContactPlus,info@contactplus.com.eg,Egypt,Fintech
Premium Card,info@premiumcard.net,Egypt,Fintech
Fawry Plus,info@fawryplus.com,Egypt,Fintech
BM Wallet,info@bmwallet.com.eg,Egypt,Fintech
Meeza Egypt,info@meeza.net,Egypt,Fintech
Irembo,info@irembo.com,Rwanda,GovTech
Ampersand,hello@ampersandafrica.com,Rwanda,CleanTech
Kasha Rwanda,hello@kasha.africa,Rwanda,E-commerce
Zipline Rwanda,info.rw@flyzipline.com,Rwanda,Drone Tech
BK Tech Rwanda,info@bktech.rw,Rwanda,Fintech
MTN Rwanda MoMo,momo.rw@mtn.com,Rwanda,Fintech
Airtel Rwanda Money,money.rw@airtel.com,Rwanda,Fintech
Andela Rwanda,talent.rw@andela.com,Rwanda,Tech Talent
Norrsken Kigali,kigali@norrsken.org,Rwanda,Tech Hub
RwandaAir Digital,digital@rwandaair.com,Rwanda,TravelTech
Bank of Kigali Digital,digital@bk.rw,Rwanda,Fintech
I&M Bank Rwanda,digital@imbank.co.rw,Rwanda,Fintech
Equity Rwanda,digital.rw@equitybank.co.ke,Rwanda,Fintech
Letshego Rwanda,info.rw@letshego.com,Rwanda,Fintech
Urwego Bank,info@urwegobank.com,Rwanda,Fintech
Chapa,hello@chapa.co,Ethiopia,Fintech
Gebeya Ethiopia,info@gebeya.com,Ethiopia,Tech Talent
Safaricom Ethiopia,info.et@safaricom.et,Ethiopia,Telecom
HelloCash,info@hellocash.net,Ethiopia,Fintech
M-Birr,info@mbirr.com,Ethiopia,Fintech
Awash Bank Digital,digital@awashbank.com,Ethiopia,Fintech
CBE Digital,digital@combanketh.et,Ethiopia,Fintech
Zemen Bank Digital,digital@zemenbank.com,Ethiopia,Fintech
Kifiya Financial,info@kifiya.com,Ethiopia,Fintech
Deliver Addis,info@deliveraddis.com,Ethiopia,Logistics
EthioPay,info@ethiopay.com,Ethiopia,Fintech
Telebirr,info@ethiotelecom.et,Ethiopia,Fintech
Africa Soleil,info@africasoleil.com,Ethiopia,CleanTech
SolenoMed,info@solenomed.com,Ethiopia,Healthtech
Nala Money,hello@nala.com,Tanzania,Fintech
M-Pesa Tanzania,mpesa.tz@vodacom.com,Tanzania,Fintech
Tigo Pesa,tigopesa@tigo.co.tz,Tanzania,Fintech
CRDB Digital,digital@crdbbank.co.tz,Tanzania,Fintech
NMB Digital,digital@nmbbank.co.tz,Tanzania,Fintech
Selcom Tanzania,info@selcom.net,Tanzania,Fintech
Buni Hub,info@bunihub.com,Tanzania,Tech Hub
Airtel Money TZ,money.tz@airtel.com,Tanzania,Fintech
Halotel Tanzania,info@halotel.co.tz,Tanzania,Telecom
Dar Tech Hub,info@dartechhub.co.tz,Tanzania,Tech Hub
Twende Innovation,info@twende-innovation.org,Tanzania,Tech Hub
SafeBoda,hello@safeboda.com,Uganda,Mobility
Rocket Health,hello@rockethealth.care,Uganda,Healthtech
Fenix International,info@fenixintl.com,Uganda,Energy Tech
Yo Payments,info@yopaymentsug.com,Uganda,Fintech
PostBank Uganda,digital@postbank.co.ug,Uganda,Fintech
Absa Uganda Digital,digital@absa.co.ug,Uganda,Fintech
MTN Uganda MoMo,momo.ug@mtn.com,Uganda,Fintech
Airtel Uganda Money,money.ug@airtel.com,Uganda,Fintech
Makerere AI Lab,info@air.ug,Uganda,AI/ML
Hive Colab,info@hivecolab.org,Uganda,Tech Hub
Outbox Uganda,info@outbox.co.ug,Uganda,Tech Hub
Andela Uganda,talent.ug@andela.com,Uganda,Tech Talent
Craft IT Uganda,info@craftit.co.ug,Uganda,Tech
Hostalite,info@hostalite.com,Uganda,Tech
InTouch Senegal,info@intouchgroup.net,Senegal,Fintech
Wari,info@wari.com,Senegal,Fintech
Wave Senegal,hello.sn@wave.com,Senegal,Fintech
Joni Joni,info@jonijoni.com,Senegal,Fintech
Orange Money Senegal,money.sn@orange.com,Senegal,Fintech
Free Senegal Digital,digital@free.sn,Senegal,Telecom
Expresso Telecom,info@expressotelecom.com,Senegal,Telecom
Sonatel Digital,digital@sonatel.sn,Senegal,Telecom
Gainde 2000,info@gainde2000.sn,Senegal,GovTech
Baamtu Senegal,info@baamtu.com,Senegal,Tech
Maelis,info@maelis.net,Senegal,Tech
Sama Money Senegal,info@samamoney.com,Senegal,Fintech
Julaya,hello@julaya.co,Ivory Coast,Fintech
Djamo,hello@djamo.com,Ivory Coast,Fintech
CinetPay,info@cinetpay.com,Ivory Coast,Fintech
MTN CI MoMo,momo.ci@mtn.com,Ivory Coast,Fintech
Orange Money CI,money.ci@orange.com,Ivory Coast,Fintech
Moov Africa CI,info.ci@moov-africa.com,Ivory Coast,Fintech
PayDunya,info@paydunya.com,Ivory Coast,Fintech
Bizao CI,info@bizao.com,Ivory Coast,Fintech
Hub2 CI,info@hub2.io,Ivory Coast,Fintech
Semoa CI,info@semoa.mobi,Ivory Coast,Fintech
Aza Finance CI,info.ci@azafinance.com,Ivory Coast,Fintech
Yabx CI,info.ci@yabx.co,Ivory Coast,Fintech
CIH Bank Digital,digital@cihbank.ma,Morocco,Fintech
Attijariwafa Digital,digital@attijariwafa.com,Morocco,Fintech
Maroc Telecom Digital,digital@iam.ma,Morocco,Telecom
Orange Morocco,digital@orange.ma,Morocco,Telecom
Inwi Digital,digital@inwi.ma,Morocco,Telecom
CMI Morocco,info@cmi.co.ma,Morocco,Fintech
Cashplus Morocco,info@cashplus.ma,Morocco,Fintech
M2T Morocco,info@m2t.ma,Morocco,Fintech
Avito Morocco,info@avito.ma,Morocco,E-commerce
Jumia Morocco,careers.ma@jumia.com,Morocco,E-commerce
Glovo Morocco,info.ma@glovoapp.com,Morocco,FoodTech
Hmizate,info@hmizate.ma,Morocco,E-commerce
UM6P Ventures,info@um6pventures.ma,Morocco,VC/Tech
OCP Digital,digital@ocpgroup.ma,Morocco,Tech
Yabiladi Tech,tech@yabiladi.com,Morocco,Media Tech
EcoCash,info@econet.co.zw,Zimbabwe,Fintech
Paynow Zimbabwe,info@paynow.co.zw,Zimbabwe,Fintech
Steward Bank Digital,digital@stewardbank.co.zw,Zimbabwe,Fintech
NetOne Zimbabwe,info@netone.co.zw,Zimbabwe,Telecom
MTN Zambia MoMo,momo.zm@mtn.com,Zambia,Fintech
Airtel Zambia Money,money.zm@airtel.com,Zambia,Fintech
Zoona Zambia,info@zoona.com,Zambia,Fintech
TopUp Mama,info@topupmama.com,Zambia,B2B Commerce
Zazu,info@zazuzm.com,Zambia,Fintech
Mpesa Mozambique,mpesa.mz@vodacom.com,Mozambique,Fintech
mKesh,info@mkesh.co.mz,Mozambique,Fintech
e-Mola,info@emola.co.mz,Mozambique,Fintech
MTN Cameroon MoMo,momo.cm@mtn.com,Cameroon,Fintech
Orange Money CM,money.cm@orange.com,Cameroon,Fintech
Maviance,info@maviance.com,Cameroon,Fintech
Smobilpay,info@smobilpay.com,Cameroon,Fintech
PaySika,info@paysika.com,Cameroon,Fintech
Coris Money,info@corismoney.com,Burkina Faso,Fintech
Orange Money BF,money.bf@orange.com,Burkina Faso,Fintech
Sama Money Mali,info.ml@samamoney.com,Mali,Fintech
Orange Money Mali,money.ml@orange.com,Mali,Fintech
Multicaixa Express,info@multicaixa.ao,Angola,Fintech
Unitel Money,info@unitel.ao,Angola,Fintech
IntilaQ,info@intilaQ.tn,Tunisia,Tech Hub
Expensya,info@expensya.com,Tunisia,Fintech
CoinAfrique,info@coinafrique.com,Tunisia,E-commerce
Paymee,info@paymee.tn,Tunisia,Fintech
Flouci,info@flouci.app,Tunisia,Fintech
Dabchy,info@dabchy.com,Tunisia,E-commerce
Barter Tunisia,info@barter.tn,Tunisia,E-commerce
FNB Botswana Digital,digital@fnbbotswana.co.bw,Botswana,Fintech
Orange Botswana Money,money.bw@orange.com,Botswana,Fintech
Mascom Botswana Digital,digital@mascom.bw,Botswana,Telecom
Bank Windhoek Digital,digital@bankwindhoek.com.na,Namibia,Fintech
MTC Namibia,info@mtc.com.na,Namibia,Telecom
Telecom Namibia Digital,digital@telecom.na,Namibia,Telecom
GitLab,careers@gitlab.com,Global/Remote,DevOps
Automattic,jobs@automattic.com,Global/Remote,SaaS
Toptal,jobs@toptal.com,Global/Remote,Tech Talent
Turing,careers@turing.com,Global/Remote,Tech Talent
Remote.com,jobs@remote.com,Global/Remote,HR Tech
Deel,careers@deel.com,Global/Remote,HR Tech
Oyster HR,hello@oysterhr.com,Global/Remote,HR Tech
Vercel,careers@vercel.com,Global/Remote,Cloud
Netlify,careers@netlify.com,Global/Remote,Cloud
Supabase,careers@supabase.io,Global/Remote,Dev Tools
